Hero,∑,W,L,WR%,Image,Icon,Role,Dominant Role
Minotaur,11,5,6,45.45454545454545,https://static.wikia.nocookie.net/mobile-legends/images/c/c1/Minotaur_%28Son_of_Minos%29.jpg/revision/latest/scale-to-width-down/1000?cb=20231029214729,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_3ecd2c0843df7ec85044dafff6bf4553.png,Tank/ Support,Tank
Minsitthar,1,0,1,0.0,https://static.wikia.nocookie.net/mobile-legends/images/0/0e/Minsitthar_%28Courageous_Warrior%29.jpg/revision/latest/scale-to-width-down/1000?cb=20230622001705,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_c5d24a1dad6cef21de2698a4ed1d80ce.png,Fighter,Fighter
Miya,0,0,0,,https://static.wikia.nocookie.net/mobile-legends/images/e/ed/Miya_%28Moonlight_Archer%29.jpg/revision/latest/scale-to-width-down/1000?cb=20240128052520,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_da894b37bfb5cadb32307f371f31918a.png,Marksman,Marksman
Moskov,70,30,40,42.857142857142854,https://static.wikia.nocookie.net/mobile-legends/images/a/a1/Moskov_%28Spear_of_Quiescence%29.jpg/revision/latest/scale-to-width-down/1000?cb=20240128040500,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_a60a866ab6752a7f66766e720da987ea.png,Marksman,Marksman
Nana,1,0,1,0.0,https://static.wikia.nocookie.net/mobile-legends/images/9/9f/Nana_%28Sweet_Leonin%29.jpg/revision/latest/scale-to-width-down/1000?cb=20180602112431,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_ee1e0d80d87bb614a0c552ef028f85ce.png,Mage,Mage
Natalia,1,1,0,100.0,https://static.wikia.nocookie.net/mobile-legends/images/3/31/Bright_Claw_%28rework%29_wall.jpg/revision/latest/scale-to-width-down/1000?cb=20200815164824,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_fbb5065b6ff174d1a20ccf5b7f523514.png,Assassin,Assassin
Natan,40,22,18,55.00000000000001,https://static.wikia.nocookie.net/mobile-legends/images/1/18/Natan_%28Spacetime_Walker%29.jpg/revision/latest/scale-to-width-down/1000?cb=20220218134405,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_da02742f59013365923b216420bc4082.png,Marksman,Marksman
Nolan,74,35,39,47.2972972972973,https://static.wikia.nocookie.net/mobile-legends/images/b/b1/Nolan_%28Cosmic_Wayfinder%29.jpg/revision/latest/scale-to-width-down/1000?cb=20231008062052,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_9012ee9f73fbb4db4e1953e5fb5172e1.png,Assassin,Assassin
Novaria,2,0,2,0.0,https://static.wikia.nocookie.net/mobile-legends/images/6/64/Novaria_%28Star_Rebel%29.jpg/revision/latest/scale-to-width-down/1000?cb=20240124060833,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_57eeea6d5bd8d21229de8df79751db9f.png,Mage,Mage
Odette,0,0,0,,https://static.wikia.nocookie.net/mobile-legends/images/e/e6/Odette_%28Swan_Princess%29.jpg/revision/latest/scale-to-width-down/1000?cb=20211217230122,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_0a8e2a3db4ba0038d4d2932fa5dff306.png,Mage,Mage
Paquito,1,1,0,100.0,https://static.wikia.nocookie.net/mobile-legends/images/3/37/Paquito_%28The_Heavenly_Fist%29.jpg/revision/latest/scale-to-width-down/1000?cb=20210202033450,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_e2b6d9c6d82b4a27f0bb2710c8ead3e8.png,Fighter/ Assassin,Fighter
Pharsa,1,1,0,100.0,https://static.wikia.nocookie.net/mobile-legends/images/0/0c/Pharsa_%28Wings_of_Vengeance%29.jpg/revision/latest/scale-to-width-down/1000?cb=20200818031855,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_10151d43910e62f7aa9ce08df481a20f.png,Mage,Mage
Phoveus,64,38,26,59.375,https://static.wikia.nocookie.net/mobile-legends/images/d/d1/Phoveus_%28Chains_of_Sin%29.jpg/revision/latest/scale-to-width-down/1000?cb=20240805140512,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_06/100_af21c0dd8b5308c27974bff900803a9a.png,Fighter,Fighter
Popol and Kupa,0,0,0,,https://static.wikia.nocookie.net/mobile-legends/images/e/e3/Popol_and_Kupa_%28Icefield_Companions%29.jpg/revision/latest/scale-to-width-down/1000?cb=20200816042923,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_1acbb23b9a50f412104047a60eb18808.png,Marksman,Marksman
Rafaela,3,1,2,33.33333333333333,https://static.wikia.nocookie.net/mobile-legends/images/6/68/Rafaela_%28Wings_of_Holiness%29.jpg/revision/latest/scale-to-width-down/1000?cb=20200420150336,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_68277dce415742c4a98883151c693a07.png,Support,Support
Roger,76,38,38,50.0,https://static.wikia.nocookie.net/mobile-legends/images/7/70/Roger_%28Dire_Wolf_Hunter%29.jpg/revision/latest/scale-to-width-down/1000?cb=20200815074734,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_b40e578f13465b3ae99d0a9baac7ecc9.png,Fighter/ Marksman,Fighter
Ruby,66,34,32,51.515151515151516,https://static.wikia.nocookie.net/mobile-legends/images/2/27/Ruby_%28Little_Red_Hood%29.jpg/revision/latest/scale-to-width-down/1000?cb=20231231093700,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_4b96c75b136290576d849309722d4d20.png,Fighter,Fighter
Saber,0,0,0,,https://static.wikia.nocookie.net/mobile-legends/images/7/76/Saber_%28Wandering_Sword%29.jpg/revision/latest/scale-to-width-down/1000?cb=20201009123921,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_6bbfac806f29d29f17fea9e98d2d2fee.png,Assassin,Assassin
Selena,0,0,0,,https://static.wikia.nocookie.net/mobile-legends/images/7/7a/Selena_%28Abyssal_Witch%29.jpg/revision/latest/scale-to-width-down/1000?cb=20200427092223,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_c3f967121519ae40509c5b2fdf52b19d.png,Assassin/ Mage,Assassin
Silvanna,0,0,0,,https://static.wikia.nocookie.net/mobile-legends/images/8/85/Silvanna_%28Imperial_Knightess%29.jpg/revision/latest/scale-to-width-down/1000?cb=20200816042744,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_5e7b297af7c6e32a420b897aa4998071.png,Fighter,Fighter
Sun,0,0,0,,https://static.wikia.nocookie.net/mobile-legends/images/4/49/Sun_%28Monkey_King%29.jpg/revision/latest/scale-to-width-down/1000?cb=20240202094809,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_117b5cdcc13232157075ce7b7f6177e9.png,Fighter,Fighter
Terizla,61,28,33,45.90163934426229,https://static.wikia.nocookie.net/mobile-legends/images/5/56/Terizla_%28Executioner%29.jpg/revision/latest/scale-to-width-down/1000?cb=20200818083821,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_c4bb270c28c7be663f57e993b0d6d3d8.png,Fighter/ Tank,Fighter
Thamuz,8,5,3,62.5,https://static.wikia.nocookie.net/mobile-legends/images/8/80/Thamuz_%28Lord_Lava%29.jpg/revision/latest/scale-to-width-down/1000?cb=20230819031020,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_ff2f7804144608bd495bc7aca9163c5e.png,Fighter,Fighter
Tigreal,35,18,17,51.42857142857142,https://static.wikia.nocookie.net/mobile-legends/images/b/ba/Tigreal_%28Warrior_of_Dawn%29.jpg/revision/latest/scale-to-width-down/1000?cb=20220203071035,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_8b30576754be1a4f8bebd09df8d6bec7.png,Tank,Tank
Uranus,1,1,0,100.0,https://static.wikia.nocookie.net/mobile-legends/images/7/7e/Uranus_%28Aethereal_Defender%29.jpg/revision/latest/scale-to-width-down/1000?cb=20230829120138,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_2e15a0a506aaecd9b3de40a8cc9f7ec7.png,Tank,Tank
Vale,0,0,0,,https://static.wikia.nocookie.net/mobile-legends/images/1/14/Vale_%28Windtalker%29.jpg/revision/latest/scale-to-width-down/1000?cb=20211010164504,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_2a7a8d1531a1c4f8524880413535348d.png,Mage,Mage
Valentina,78,33,45,42.30769230769231,https://static.wikia.nocookie.net/mobile-legends/images/2/28/Valentina_%28Prophetess_of_the_Night%29.jpg/revision/latest/scale-to-width-down/1000?cb=20211213141810,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_24837021ec9d7aaf41b13fa55b6d13c9.png,Mage,Mage
Valir,0,0,0,,https://static.wikia.nocookie.net/mobile-legends/images/1/1a/Valir_%28Son_of_Flames%29.jpg/revision/latest/scale-to-width-down/1000?cb=20230829113759,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_bf16690876761b80822df90eb3320d69.png,Mage,Mage
Vexana,49,19,30,38.775510204081634,https://static.wikia.nocookie.net/mobile-legends/images/c/c2/Vexana_%28Shimmer_of_Hope%29.jpg/revision/latest/scale-to-width-down/1000?cb=20220814094302,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_743edd1702084c4ed247908d698bca77.png,Mage,Mage
Wanwan,16,11,5,68.75,https://static.wikia.nocookie.net/mobile-legends/images/5/50/Wanwan_%28Agile_Tiger%29.jpg/revision/latest/scale-to-width-down/1000?cb=20200816043051,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_e86b93b126725dbb2dd7883174a0ee75.png,Marksman,Marksman
X.Borg,13,8,5,61.53846153846154,https://static.wikia.nocookie.net/mobile-legends/images/d/d2/X.Borg_%28Firaga_Armor%29.jpg/revision/latest/scale-to-width-down/1000?cb=20231009020959,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_efe9c7ed8d8f84f1bb0f88a3e08de5fc.png,Fighter,Fighter
Xavier,0,0,0,,https://static.wikia.nocookie.net/mobile-legends/images/3/3a/Xavier_%28Defier_of_Light%29.jpg/revision/latest/scale-to-width-down/1000?cb=20220322122200,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_df0a8dfc494f85ed9bbc4512cc1e5d3c.png,Mage,Mage
Yi Sun-shin,0,0,0,,https://static.wikia.nocookie.net/mobile-legends/images/0/0c/Yi_Sun-shin_%28Paenlong_Legend%29.jpg/revision/latest/scale-to-width-down/1000?cb=20230811025401,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_961378be3f498d42c25b3defd1635ad1.png,Assassin/ Marksman,Assassin
Yin,1,1,0,100.0,https://static.wikia.nocookie.net/mobile-legends/images/6/68/Yin_%28Martial_Genius%29.jpg/revision/latest/scale-to-width-down/1000?cb=20220113132448,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_92/100_ee1c12c84f49514a30e405fb5c617796.png,Fighter/ Assassin,Fighter
Yu Zhong,5,2,3,40.0,https://static.wikia.nocookie.net/mobile-legends/images/1/19/Yu_Zhong_%28Black_Dragon%29.jpg/revision/latest/scale-to-width-down/1000?cb=20240620010918,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_92/100_9823ce4fe5eb89c0082b24f6d5ea67f6.png,Fighter,Fighter
Yve,54,33,21,61.111111111111114,https://static.wikia.nocookie.net/mobile-legends/images/c/ce/Yve_%28Astrowarden%29.jpg/revision/latest/scale-to-width-down/1000?cb=20240617074227,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_92/100_d9b0a1d92b1c4b3643d6332fd66aa8e6.png,Mage,Mage
Zhask,60,25,35,41.66666666666667,https://static.wikia.nocookie.net/mobile-legends/images/e/e4/Zhask_%28The_King_of_Swarms%29.jpg/revision/latest/scale-to-width-down/1000?cb=20200529124046,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_d8f170087cb2d5b71bb22a0a4664a927.png,Mage,Mage
Zhuxin,34,15,19,44.11764705882353,https://static.wikia.nocookie.net/mobile-legends/images/7/7e/Zhuxin_%28Beacon_of_Spirits%29.png/revision/latest/scale-to-width-down/1000?cb=20240622154345,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_92/100_595f85bc90df3889c711c6b1f02dc02d.png,Mage,Mage
Zilong,0,0,0,,https://static.wikia.nocookie.net/mobile-legends/images/c/c1/Zilong_%28Spear_of_Dragon%29.jpg/revision/latest/scale-to-width-down/1000?cb=20200911144515,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_9db57da4f0daef6d432676e4f19101ed.png,Fighter/ Assassin,Fighter
